Trial Title,Trial Phase,Trial Status,Sponsor,Disease,Patient Segment,MeSH Term,Countries
Phase II Study of Neoadjuvant ArOMatase Inhibitor Therapy for ER+ Breast Cancer (NAOMI),II,Open,Dartmouth-Hitchcock Medical Center,Oncology: Breast,Estrogen receptor positive; HER2 negative; Neoadjuvant; Stage I; Stage II; Stage III,Breast Neoplasms,United States
"A Randomized Phase II Trial of Circulating Tumor DNA-Guided Second Line Adjuvant Therapy For High Residual Risk, Stage II-III, Hormone Receptor Positive, HER2 Negative Breast Cancer",II,Open,(Other Industry Sponsor),Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage II; Stage III,Breast Neoplasms,United States
CIMER: Combined Immunotherapies in Metastatic ER+ Breast Cancer,II,Open,Weill Medical College of Cornell University,Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Progesterone receptor positive; Stage IV,Breast Neoplasms,United States
"A Phase II, Multicenter, Open-Label Trial to Evaluate the Safety and Efficacy of Trastuzumab Deruxtecan (DS-8201a) With or Without Anastrozole for HER2 Low Hormone Receptor Positive (HR+) Breast Cancer in the Neoadjuvant Setting",II,Open,"Jonsson Comprehensive Cancer Center, UCLA
Organisation for Oncology and Translational Research
Daiichi Sankyo",Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 negative; Neoadjuvant; Progesterone receptor positive; Stage I; Stage II; Stage III,Breast Neoplasms,United States
"A Pharmacodynamics-Driven Trial of Talazoparib, an Oral PARP Inhibitor, in Patients With Advanced Solid Tumors and Aberrations in Genes Involved in DNA Damage Response",II,Open,National Institutes of Health/National Cancer Institute,Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Gastric; Oncology: Ovarian; Oncology: Pancreas; Oncology: Prostate; Oncology: Renal; Oncology: Unspecified Solid Tumor,BRCA; Fourth line or greater; HER2 positive; Hormone refractory; Second line; Stage II; Stage III; Stage IV; Third line,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma; Carcinoma, Ovarian Epithelial; Carcinoma, Renal Cell; Cholangiocarcinoma; Kidney Neoplasms; Neoplasms; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Prostatic Neoplasms; Renal Cancer; Stomach Carcinoma; Stomach Neoplasms; Wilms Tumor",United States
"A Phase III Randomized, Double-Blind, Placebo-Controlled, Multicenter Study Evaluating the Efficacy and Safety of GDC-9545 Combined With Palbociclib Compared With Letrozole Combined With Palbociclib in Patients With Estrogen Receptor-Positive, HER2-Negative Locally Advanced or Metastatic Breast Cancer",III,Closed,Roche {F. Hoffmann-La Roche},Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Stage III; Stage IV,Breast Neoplasms,"Argentina; Australia; Austria; Belgium; Brazil; Canada; China; Denmark; France; Germany; Greece; Hong Kong, S.A.R., China; Hungary; Israel; Italy; Japan; Mexico; New Zealand; Peru; Poland; Portugal; Russia; South Africa; South Korea; Spain; Switzerland; Taiwan, China; Thailand; Turkey; Ukraine; United Kingdom; United States"
"A Single Arm, Open Label Phase II Study of Tucatinib in Combination With Trastuzumab Deruxtecan in Subjects With Previously Treated Unresectable Locally-Advanced or Metastatic HER2+ Breast Cancer",II,Closed,Seagen {Seattle Genetics},Oncology: Breast,Fourth line or greater; HER2 positive; Stage III; Stage IV; Third line,Breast Neoplasms,United States
"A Phase II Basket Trial of an ERK1/2 Inhibitor (LY3214996) in Combination With Abemaciclib for Patients Whose Tumors Harbor Pathogenic Alterations in BRAF, RAF1, MEK1/2, ERK1/2, and NF1",II,Open,"Eli Lilly
(Other Hospital/Academic/Medical Center)","Oncology: Breast; Oncology: Colorectal; Oncology: Endometrial; Oncology: Lung, Non-Small Cell; Oncology: Pancreas; Oncology: Thyroid; Oncology: Unspecified Solid Tumor",BRAF; Line of therapy N/A; Metastatic; Second line; Stage III; Stage IV; Unresectable,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Endometrial Neoplasms; Neoplasms, Unknown Primary; Pancreatic Neoplasms; Thyroid Neoplasms; Unspecified",United States
A Phase II Pilot Study of (Lutetium (177Lu)-DOTATATE in Patients With Metastatic Breast Cancer,II,Planned,"OHSU Cancer Institute
Oregon Health and Science University
Novartis/Advanced Accelerator Applications",Oncology: Breast,Second line; Stage IV; Third line,Breast Neoplasms; Carcinoma,United States
"A Phase II Pilot Trial of ABemacicliB or Abemaciclib and HydroxYchloroquine to Target Minimal Residual Disease in Breast Cancer Patients (""ABBY"")",II,Open,Abramson Cancer Center at  University of Pennsylvania Medical Center,Oncology: Breast,Second line; Stage I; Stage II; Stage III; Stage IV,"Breast Neoplasms; Neoplasm, Residual",United States
"A Phase II, Open-Label Study to Evaluate the Safety and Antitumor Activity of Praluzatamab Ravtansine (CX-2009) in Advanced HR-Positive/HER2-Negative Breast Cancer and of Praluzatamab Ravtansine as Monotherapy and in Combination With Pacmilimab (CX-072) in Advanced Triple-Negative Breast Cancer (CTMX-2009-002)",II,Terminated,CytomX Therapeutics,Oncology: Breast,Estrogen receptor positive; First line; Fourth line or greater; HER2 negative; PD-L1 Positive; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line; Triple receptor negative,Breast Neoplasms; Neoplasms; Triple Negative Breast Neoplasms,South Korea; Spain; United States
"A Phase II, Open-Label, Multi-Center Study to Evaluate Efficacy, Safety and Tolerability of KN026 in Combination With KN046 in Patients With Locally Advanced Unresectable or Metastatic HER2-positive Solid Tumors",II,Closed,"Peking Union Medical College Hospital, CAMS
Shanghai JinManTe Biotechnology Co.
Suzhou Alphamab Co./Alphamab Oncology {Jiangsu Alphamab Biopharmaceuticals Co.}","Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gallbladder; Oncology: Gastric; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Metastatic Cancer; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Pancreas; Oncology: Renal",(N/A); First line; HER2 positive; Liver mets; Pulmonary; Second line; Stage III; Stage IV; Third line,"Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Small Cell; Colorectal Neoplasms; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Gallbladder Neoplasms; Kidney Neoplasms; Liver Cancer; Liver Neoplasms; Neoplasm Metastasis; Neoplasms; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Renal Cancer; Small Cell Lung Carcinoma; Stomach Carcinoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",China; United States
An Expanded Access Program with Plinabulin for Patients Suffering from Chemotherapy-induced Neutropenia,IV,Open,BeyondSpring Pharmaceuticals,Oncology: Breast; Oncology: Supportive Care,(N/A); Line of therapy N/A; Neutropenia,Breast Neoplasms; Neutropenia; Palliative Care,United States
"A Phase III, Randomized, Multi-center, Open-label Study of Trastuzumab Deruxtecan (T-DXd) Versus Investigator's Choice Chemotherapy in HER2-Low, Hormone Receptor Positive Breast Cancer Patients Whose Disease Has Progressed on Endocrine Therapy in the Metastatic Setting (DESTINY-Breast06)",III,Closed,"AstraZeneca
Baxter International/Baxter Oncology {ASTA Medica Oncology}
Daiichi Sankyo",Oncology: Breast,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,"Argentina; Australia; Austria; Belgium; Brazil; Canada; China; Denmark; France; Germany; Hungary; India; Israel; Italy; Japan; Mexico; Netherlands; Poland; Portugal; Russia; Saudi Arabia; Singapore; South Korea; Spain; Sweden; Taiwan, China; United Kingdom; United States"
A Phase II Study of VLS-101 in Patients With Solid Tumors,II,Closed,Merck & Co. {VelosBio},"Oncology: Breast; Oncology: Gastric; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Pancreas; Oncology: Unspecified Solid Tumor",Adenocarcinoma; Estrogen receptor positive; HER2 negative; HER2 positive; Large Cell; Line of therapy N/A; Progesterone receptor positive; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Stomach Carcinoma; Stomach Neoplasms; Triple Negative Breast Neoplasms",Canada; United States
"The CompassHER2 Trials (Comprehensive Use of Pathologic Response Assessment to Optimize Therapy in HER2-Positive Breast Cancer) CompassHER2 Residual Disease (RD), a Double-Blinded, Phase III Randomized Trial of T-DM1 Compared With T-DM1 and Tucatinib.",III,Open,"National Institutes of Health/National Cancer Institute
Alliance for Clinical Trials in Oncology
Seagen",Oncology: Breast; Oncology: Metastatic Cancer,CNS mets; Estrogen receptor positive; HER2 positive; Progesterone receptor positive; Second line; Stage I; Stage II; Stage III,Brain Neoplasms; Breast Neoplasms; Carcinoma; Central Nervous System Neoplasms; Neoplasm Metastasis,Canada; United States
IRENE Study: Phase II Study of INCMGA00012 and the Oncolytic Virus Pelareorep in Metastatic Triple Negative Breast Cancer,II,Open,"National Institutes of Health/National Cancer Institute
Oncolytics Biotech
(Other Hospital/Academic/Medical Center)
Incyte Corporation",Oncology: Breast,HER2 negative; PD-1 Refractory; PD-L1 Positive; PD-L1 Refractory; Second line; Stage III; Stage IV; Third line; Triple receptor negative,Breast Neoplasms; Carcinoma; Triple Negative Breast Neoplasms,United States
"P-RAD: A Randomized Study of Preoperative Chemotherapy, Pembrolizumab and No, Low or High Dose RADiation in Node-Positive, HER2-Negative Breast Cancer",II,Open,"(Other Cooperative Group)
Merck & Co./Merck Sharp & Dohme (MSD)
Breast Cancer Research Foundation",Oncology: Breast,Estrogen receptor positive; HER2 negative; Neoadjuvant; Progesterone receptor positive; Stage I; Stage II; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
MATCH Treatment Subprotocol Y: AZD5363 in Patients With Tumors With AKT Mutations,II,Completed,National Institutes of Health/National Cancer Institute,"Oncology: Breast; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Multiple Myeloma; Oncology: Unspecified Solid Tumor",Aggressive; Classical; Estrogen receptor positive; HER2 negative; Indolent; Line of therapy N/A; Nodular lymphocyte-predominant; Progesterone receptor positive; Stage III; Stage IV,"Breast Neoplasms; Hodgkin Disease; Hodgkin Lymphoma; Lymphoma; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Multiple Myeloma; Neoplasms; Neoplasms, Plasma Cell; Neoplasms, Unknown Primary",United States
"MATCH Treatment Subprotocol N: Phase II Study of PI3K Beta Specific Inhibitor, GSK2636771, in Patients With Tumors With PTEN Mutation or Deletion, With PTEN Expression on IHC",II,Closed,National Institutes of Health/National Cancer Institute,"Oncology: Breast; Oncology: Endometrial; Oncology: Head/Neck; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Multiple Myeloma; Oncology: Prostate; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor",Aggressive; Classical; Indolent; Nodular lymphocyte-predominant; Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Endometrioid; Endometrial Neoplasms; Fibrosarcoma; Head and Neck Neoplasms; Hodgkin Disease; Hodgkin Lymphoma; Leiomyosarcoma; Liposarcoma; Lymphoma; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Multiple Myeloma; Neoplasms; Neoplasms, Plasma Cell; Neoplasms, Unknown Primary; Prostatic Neoplasms; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Synovial Sarcoma",United States
"MATCH Treatment Subprotocol P: Phase II Study of PI3K Beta Specific Inhibitor, GSK2636771, in Patients With Tumors With PTEN Loss by IHC",II,Closed,National Institutes of Health/National Cancer Institute,"Oncology: Anal; Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Bladder; Oncology: Breast; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Multiple Myeloma; Oncology: Prostate; Oncology: Unspecified Solid Tumor",Aggressive; Classical; Indolent; Nodular lymphocyte-predominant; Second line; Stage III; Stage IV,"Anus Neoplasms; Bile Duct Neoplasms; Breast Neoplasms; Cholangiocarcinoma; Hodgkin Disease; Hodgkin Lymphoma; Lymphoma; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Multiple Myeloma; Neoplasms; Neoplasms, Plasma Cell; Neoplasms, Unknown Primary; Prostatic Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms",United States
"MATCH Treatment Subprotocol Z1B: Phase II Study of Palbociclib (PD-0332991) in Patients With Tumors With CCND1, 2, 3 Amplification",II,Completed,National Institutes of Health/National Cancer Institute,"Oncology: Breast; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Multiple Myeloma; Oncology: Unspecified Cancer",Aggressive; Classical; Indolent; Nodular lymphocyte-predominant; Second line; Stage III; Stage IV,"Breast Neoplasms; Hodgkin Disease; Hodgkin Lymphoma; Lymphoma; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Multiple Myeloma; Neoplasms",United States
MATCH Treatment Subprotocol Z1D: Nivolumab in Patients With Tumors With Mismatch Repair Deficiency,II,Completed,National Institutes of Health/National Cancer Institute,"Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gastric; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Multiple Myeloma; Oncology: Pancreas; Oncology: Prostate; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Cancer",Aggressive; Classical; Indolent; MSI-H/dMMR; Nodular lymphocyte-predominant; PD-1 Naive; PD-L1 Naive; Second line; Stage III; Stage IV,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma, Endometrioid; Cholangiocarcinoma; Endometrial Neoplasms; Esophageal Neoplasms; Fibrosarcoma; Hodgkin Disease; Hodgkin Lymphoma; Leiomyosarcoma; Liposarcoma; Lymphoma; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Multiple Myeloma; Neoplasms; Neoplasms, Plasma Cell; Pancreatic Neoplasms; Prostatic Neoplasms; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Stomach Neoplasms; Synovial Sarcoma",United States
MATCH Treatment Subprotocol Z1I: Phase II Study of AZD1775 in Patients With Tumors Containing BRCA1 and BRCA2 Mutations,II,Closed,National Institutes of Health/National Cancer Institute,Oncology: Breast; Oncology: Ovarian,BRCA; HER2 negative; Second line; Stage IV,"Breast Neoplasms; Lymphoma; Multiple Myeloma; Neoplasms; Neoplasms, Plasma Cell; Ovarian Cancer; Ovarian Neoplasms",United States
"A Randomized, Multicenter, Open-Label, Two-Arm, Phase II, Neoadjuvant Study Evaluating the Efficacy, Safety, and Pharmacokinetics of GDC-9545 Plus Palbociclib Compared With Anastrozole Plus Palbociclib for Postmenopausal Women With Estrogen Receptor-Positive and HER2-Negative Untreated Early Breast Cancer",II,Completed,Roche {F. Hoffmann-La Roche},Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Neoadjuvant; Progesterone receptor positive; Stage I; Stage II; Stage III,Breast Neoplasms,"Australia; Brazil; China; Germany; Hungary; Poland; Russia; South Korea; Spain; Taiwan, China; Ukraine; United States"
"A Phase II Trial of Surgery and Stereotactic Radiosurgery With Neoadjuvant Nivolumab and Ipilimumab in Patients With Surgically-resectable, Solid Tumor Brain Metastases",II,Terminated,"Bristol-Myers Squibb
Duke University Medical Center","Oncology: Bladder; Oncology: Breast; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Metastatic Cancer; Oncology: Ovarian; Oncology: Renal",(N/A); Adenocarcinoma; CNS mets; HER2 negative; Large Cell; Neoadjuvant; PD-L1 Positive; Squamous Cell; Triple receptor negative,"Brain Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Central Nervous System Neoplasms; Kidney Neoplasms; Melanoma; Neoplasm Metastasis; Neoplasms, Second Primary; Ovarian Cancer; Ovarian Neoplasms; Renal Cancer; Urethral Neoplasms; Urinary Bladder Neoplasms; Wilms Tumor",United States
