Trial Title,Trial Phase,Trial Status,Sponsor,Disease,Patient Segment,MeSH Term,Countries
"A Phase Ib/IIa, Open-Label, Dose-Escalation/Dose-Expansion Safety, Tolerability and Pharmacokinetic Study of IMX-110 in Patients with Advanced Solid Tumors",I/II,Open,Immix Biopharma,Oncology: Breast; Oncology: Colorectal; Oncology: Esophageal; Oncology: Ovarian; Oncology: Pancreas; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor,Second line; Stage III; Stage IV,"Breast Neoplasms; Colorectal Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Fibrosarcoma; Leiomyosarcoma; Liposarcoma; Neoplasms; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Synovial Sarcoma",Australia; United States
"Phase I, Two-part, Multicenter, Open-label, Multiple Dose, First-in-human Study of DS-1062a in Subjects With Advanced Solid Tumors (TROPION-PanTumor01)",I,Open,"AstraZeneca;
Daiichi Sankyo","Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Endometrial; Oncology: Esophageal; Oncology: Fallopian Tube; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Pancreas; Oncology: Primary Peritoneal; Oncology: Prostate; Oncology: Renal",Adenocarcinoma; ALK; EGFR; Estrogen receptor positive; Extensive; Fourth line or greater; HER2 negative; Hormone refractory; Large Cell; PD-1 Refractory; PD-L1 Refractory; Progesterone receptor positive; Pulmonary; Second line; Squamous Cell; Stage III; Stage IV; Third line; Triple receptor negative,"Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Small Cell; Colorectal Neoplasms; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Fallopian Tube Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms; Renal Cancer; Small Cell Lung Carcinoma; Stomach Carcinoma; Stomach Neoplasms; Triple Negative Breast Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",Japan; United States
"An Open-Label, Multicenter, Phase I/II Study of RP1 as a Single Agent and in Combination with PD1 Blockade in Patients with Solid Tumors.",I/II,Open,"Bristol-Myers Squibb
Replimune","Oncology: Breast; Oncology: Colorectal; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Neuroendocrine; Oncology: Pancreas; Oncology: Skin, Basal Cell Carcinoma; Oncology: Skin, Squamous Cell Carcinoma (cSCC); Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor",BRAF; First line; Locally advanced; Merkel; Metastatic; MSI-H/dMMR; PD-1 Naive; PD-1 Refractory; PD-L1 Naive; PD-L1 Positive; PD-L1 Refractory; Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Basal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Colorectal Neoplasms; Fibrosarcoma; Head and Neck Neoplasms; Leiomyosarcoma; Liposarcoma; Liver Cancer; Liver Neoplasms; Lymphoma, Non-Hodgkin; Melanoma; Microsatellite Instability; Neoplasms, Basal Cell; Neoplasms, Unknown Primary; Neuroendocrine Tumors; Pancreatic Cancer; Pancreatic Neoplasms; Rhabdomyosarcoma; Sarcoma; Skin Neoplasms; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Synovial Sarcoma",Australia; France; Germany; Spain; United Kingdom; United States
A Phase Ib/II Study of the PARP Inhibitor Niraparib in Combination With Trastuzumab in Patients With Metastatic HER2+ Breast Cancer,I/II,Open,"(Other Cooperative Group);
University of Alabama; Birmingham
Susan G. Komen {Susan G. Komen Breast Cancer Research Foundation}
(Other Hospital/Academic/Medical Center);
GlaxoSmithKline/Tesaro",Oncology: Breast,Estrogen receptor positive; HER2 positive; Progesterone receptor positive; Second line; Stage III; Stage IV,Breast Neoplasms,United States
Phase I Trial of 5-aza-4'-Thio-2'-Deoxycytidine (Aza-TdC) in Patients With Advanced Solid Tumors,I,Open,National Institutes of Health/National Cancer Institute;,Oncology: Breast; Oncology: Colorectal; Oncology: Ovarian; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor,Second line; Stage III; Stage IV,"Breast Neoplasms; Colorectal Neoplasms; Fibrosarcoma; Leiomyosarcoma; Liposarcoma; Neoplasms; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Synovial Sarcoma",United States
"An Open-label Phase I/IIa Study to Evaluate the Safety and Efficacy of CCS1477 as Monotherapy and in Combination, in Patients With Advanced Solid/Metastatic Tumours.",I/II,Open,CellCentric,"Oncology: Breast; Oncology: Lung, Non-Small Cell; Oncology: Prostate; Oncology: Unspecified Solid Tumor",Hormone refractory; Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Neoplasms, Unknown Primary; Prostatic Neoplasms",France; Germany; Netherlands; Spain; Sweden; United Kingdom; United States
"A Phase I, Open-Label, Dose-Escalation, Safety, Tolerability, and Preliminary Efficacy Study of MCLA-145 in Participants With Advanced or Metastatic Malignancies",I,Open,"Merus
Incyte Corporation","Oncology: Bladder; Oncology: Breast; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Melanoma; Oncology: Unspecified Solid Tumor",Aggressive; Diffuse large B-cell lymphoma (DLBCL); Extranodal marginal zone B-cell lymphoma (MALT); Follicular lymphoma (FL); HER2 negative; Indolent; Mantle cell lymphoma (MCL); MSI-H/dMMR; PD-1 Refractory; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Head and Neck Neoplasms; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Melanoma; Neoplasms; Neoplasms, Unknown Primary; Urethral Neoplasms; Urinary Bladder Neoplasms",Belgium; Netherlands; Spain; United States
A Phase I/II Study of the SV-BR-1-GM Regimen in Metastatic or Locally Recurrent Breast Cancer Patients in Combination With Retifanlimab,I/II,Open,"Incyte Corporation
BriaCell",Oncology: Breast,Estrogen receptor positive; Fourth line or greater; HER2 negative; HER2 positive; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line; Triple receptor negative,Breast Neoplasms,United States
"An Open Label, Multicenter, Dose-Finding Clinical Phase I Study of ASN004 to Evaluate Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Preliminary Efficacy in Patients With Advanced Malignant Solid Tumors",I,Open,Asana BioSciences,"Oncology: Breast; Oncology: Colorectal; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Unspecified Solid Tumor",Second line; Stage III; Stage IV,"Adenocarcinoma; Breast Neoplasms; Carcinoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Ovarian Epithelial; Colonic Neoplasms; Colorectal Neoplasms; Lung Neoplasms; Neoplasms; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms",United States
"A Phase I/II, Open-label, Multicenter Study to Investigate the Safety, Pharmacokinetics, and Efficacy of Fadraciclib (CYC065), an Oral CDK 2/9 Inhibitor, in Subjects with Advanced Solid Tumors and Lymphoma",I/II,Open,Cyclacel,"Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Colorectal; Oncology: Endometrial; Oncology: Liver; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Ovarian; Oncology: Pancreas; Oncology: Unspecified Solid Tumor",(N/A); Aggressive; Classical; Cutaneous T-cell lymphoma (CTCL); HER2 negative; Indolent; KRAS; Line of therapy N/A; Nodular lymphocyte-predominant; Peripheral T-cell lymphoma (PTCL); Second line; Stage III; Stage IV; Triple receptor negative,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Hepatocellular; Cholangiocarcinoma; Colorectal Neoplasms; Endometrial Neoplasms; Hodgkin Disease; Hodgkin Lymphoma; Liver Cancer; Liver Neoplasms; Lymphoma; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Cutaneous; Lymphoma, T-Cell, Peripheral; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Neoplasms",South Korea; Spain; United States
A Phase I Dose Escalation / Dose Expansion Study of NBTXR3 Activated by Radiotherapy for Patients With Advanced Cancers Treated With An Anti-PD-1 Therapy,I,Open,Nanobiotix,"Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Melanoma; Oncology: Metastatic Cancer; Oncology: Neuroendocrine; Oncology: Renal; Oncology: Thyroid; Oncology: Unspecified Cancer",(N/A); Anaplastic; Fourth line or greater; HER2 negative; Liver mets; Merkel; MSI-H/dMMR; Other mets; PD-1 Naive; PD-1 Refractory; Pulmonary; Second line; Stage III; Stage IV; Third line; Triple receptor negative,"Breast Neoplasms; Carcinoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Small Cell; Colorectal Neoplasms; Disease; Head and Neck Neoplasms; Kidney Neoplasms; Liver Cancer; Liver Neoplasms; Melanoma; Microsatellite Instability; Neoplasm Metastasis; Neoplasms; Neoplasms, Second Primary; Neuroendocrine Tumors; Small Cell Lung Carcinoma; Squamous Cell Carcinoma of Head and Neck; Stomach Carcinoma; Stomach Neoplasms; Thyroid Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",United States
"Phase I, Open-label, Dose-escalating, Clinical and Pharmacokinetic Study of PM14 Administered Intravenously to Patients With Advanced Solid Tumors",I,Open,PharmaMar,Oncology: Breast; Oncology: Colorectal; Oncology: Fallopian Tube; Oncology: Gastric; Oncology: Ovarian; Oncology: Pancreas; Oncology: Primary Peritoneal; Oncology: Prostate; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor,BRCA; Fourth line or greater; Second line; Stage III; Stage IV; Third line,"Breast Neoplasms; Colorectal Neoplasms; Fallopian Tube Neoplasms; Fibrosarcoma; Leiomyosarcoma; Liposarcoma; Neoplasms; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Stomach Carcinoma; Stomach Neoplasms; Synovial Sarcoma",France; Spain; United States
A Phase I/II Study of Anti-CD3 x Anti-HER2/Neu (HER2Bi) Armed Activated T Cells (ATC) and Pembrolizumab Combination Therapy in Women With Metastatic Breast Cancer,I/II,Open,"University of Virginia
Merck & Co./Merck Sharp & Dohme (MSD)",Oncology: Breast,Estrogen receptor positive; HER2 negative; HER2 positive; Progesterone receptor positive; Second line; Stage IV; Triple receptor negative,Breast Neoplasms,United States
Niraparib Plus Carboplatin in Patients With Homologous Recombination Deficient Advanced Solid Tumor Malignancies,I,Open,"Oregon Health and Science University
Georgetown University Medical Center
GlaxoSmithKline/Tesaro","Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gastric; Oncology: GIST; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Pancreas; Oncology: Prostate; Oncology: Renal; Oncology: Thyroid; Oncology: Unspecified Solid Tumor",Second line; Stage III; Stage IV; Unspecified,"Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Gastrointestinal Stromal Tumors; Head and Neck Neoplasms; Kidney Neoplasms; Liver Cancer; Liver Neoplasms; Melanoma; Neoplasms; Neoplasms, Unknown Primary; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Prostatic Neoplasms; Renal Cancer; Stomach Carcinoma; Stomach Neoplasms; Thyroid Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",United States
"A Phase I, Open-Label, Multicenter, Dose Escalation Study of mRNA-2752, a Lipid Nanoparticle Encapsulating mRNAs Encoding Human OX40L, IL-23, and IL-36, for Intratumoral Injection Alone and in Combination With Immune Checkpoint Blockade",I,Open,"AstraZeneca;
Moderna {Moderna Therapeutics}","Oncology: Bladder; Oncology: Breast; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Melanoma; Oncology: Unspecified Solid Tumor",Aggressive; Classical; Diffuse large B-cell lymphoma (DLBCL); Fourth line or greater; HER2 negative; Indolent; Nodular lymphocyte-predominant; PD-1 Naive; PD-1 Refractory; PD-L1 Naive; PD-L1 Positive; PD-L1 Refractory; Second line; Stage III; Stage IV; Third line; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Head and Neck Neoplasms; Hodgkin Disease; Hodgkin Lymphoma; Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Melanoma; Neoplasms; Neoplasms, Unknown Primary; Triple Negative Breast Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms",Australia; Israel; Italy; United States
"An Open-label, First-in-human, Dose-escalation Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Maximum Tolerated Dose and / or Recommended Phase II Dose of the ATR Inhibitor BAY1895344 in Patients With Advanced Solid Tumors and Lymphomas",I/II,Open,Bayer AG/Bayer Pharmaceuticals,"Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Endometrial; Oncology: Fallopian Tube; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Primary Peritoneal; Oncology: Prostate",Adenocarcinoma; Aggressive; Diffuse large B-cell lymphoma (DLBCL); Estrogen receptor positive; Fourth line or greater; HER2 negative; Hormone refractory; Indolent; Mantle cell lymphoma (MCL); Progesterone receptor positive; Pulmonary; Second line; Squamous Cell; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Non-Small-Cell Lung; Carcinoma, Small Cell; Colorectal Neoplasms; Endometrial Neoplasms; Fallopian Tube Neoplasms; Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms; Small Cell Lung Carcinoma; Uterine Cervical Neoplasms",Canada; China; France; Germany; Japan; Singapore; Switzerland; United Kingdom; United States
"A Phase I, Multicenter, Open-label, Dose-Escalation, Safety, Pharmacokinetic and Pharmacodynamic Study of Minnelide Capsules Given Daily for 21 Days Followed by 7 Days Off Schedule in Patients With Advanced Solid Tumors",I,Open,Minneamrita Therapeutics,Oncology: Breast; Oncology: Colorectal; Oncology: Gastric; Oncology: Pancreas; Oncology: Prostate; Oncology: Unspecified Cancer; Oncology: Unspecified Solid Tumor,Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma; Colorectal Neoplasms; Neoplasms; Neoplasms, Unknown Primary; Pancreatic Cancer; Pancreatic Neoplasms; Prostatic Neoplasms; Stomach Carcinoma; Stomach Neoplasms",United States
"A Phase I Study of HMBD-002-V4C26 (HMBD-002), a Monoclonal Antibody Targeting VISTA, as Monotherapy and Combined With Pembrolizumab, in Patients With Advanced Solid Malignancies.",I/II,Open,Hummingbird Bioscience,"Oncology: Breast; Oncology: Lung, Non-Small Cell; Oncology: Unspecified Solid Tumor",HER2 negative; PD-1 Refractory; PD-L1 Refractory; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Neoplasms; Neoplasms, Unknown Primary; Triple Negative Breast Neoplasms",United States
"A Phase I/II, Single Arm, Non-randomized Study of Ribociclib (LEE011), a CDK 4/6 Inhibitor, in Combination With Bicalutamide, an Androgen Receptor (AR) Inhibitor, in Advanced AR+ Triple-negative Breast Cancer: Big Ten Cancer Research Consortium BRE15-024.",I/II,Open,"Novartis;
(Other Academic Cancer Center)",Oncology: Breast,HER2 negative; Second line; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
"A Multicenter Phase I/II, Open-Label Study of DCC-3014 to Assess the Safety, Efficacy, Pharmacokinetics, and Pharmacodynamics in Patients With Advanced Tumors and Tenosynovial Giant Cell Tumor",I/II,Open,Deciphera Pharmaceuticals,"Oncology: Breast; Oncology: Gastric; Oncology: Leukemia, Acute Lymphocytic; Oncology: Leukemia, Acute Myelogenous; Oncology: Leukemia, Chronic Lymphocytic; Oncology: Lung, Non-Small Cell; Oncology: Myelodysplastic Syndrome; Oncology: Ovarian; Oncology: Prostate; Oncology: Tenosynovial Giant Cell Tumor",(N/A); Diffuse; Maintenance/Consolidation; Second line; Stage III; Stage IV,"Acute Myelocytic Leukemia; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Chronic Lymphocytic Leukemia; Giant Cell Tumor of Tendon Sheath; Giant Cell Tumors; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myeloid, Acute; Myelodysplastic Syndromes; Neoplasms; Ovarian Cancer; Ovarian Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms; Stomach Carcinoma; Stomach Neoplasms; Synovitis; Synovitis, Pigmented Villonodular",Australia; Canada; France; Italy; Netherlands; Poland; Spain; United Kingdom; United States
"A Phase I/II Study With Open-Label, Dose Escalation Phase Followed by Single-Arm Expansion at the Maximum Tolerated Dose to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Efficacy of NT219 Injection Alone and in Combination With ERBITUX (Cetuximab) in Adults with Advanced Solid Tumors and Head and Neck Cancer",I/II,Open,Purple Biotech {Kitov Pharma},Oncology: Breast; Oncology: Colorectal; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Mesothelioma; Oncology: Pancreas; Oncology: Thyroid; Oncology: Unspecified Solid Tumor,Fourth line or greater; Metastatic; Papillary; PD-1 Refractory; PD-L1 Refractory; Second line; Stage III; Stage IV; Third line,"Breast Neoplasms; Colorectal Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Mesothelioma; Neoplasms; Neoplasms, Unknown Primary; Pancreatic Cancer; Pancreatic Neoplasms; Squamous Cell Carcinoma of Head and Neck; Stomach Carcinoma; Stomach Neoplasms; Thyroid Neoplasms",Canada; Israel; United States
